"","date_flown","aircraft_type","country","type_of_travellers","departing_dest","layover","arriving_dest","seat_types","seat_comfort","cabin_staff_service","ground_service","food_beverages","wifi_connectivity","inflight_entertainment","value_for_money","recommended"
"1700","Apr-17",NA,"United Kingdom","Solo Leisure","London Heathrow",NA,"Rome","Economy Class",1,1,1,1,NA,NA,2,"no"
"1701","Mar-17","Airbus A320","United Kingdom","Business","London Heathrow",NA,"Munich","Economy Class",3,3,3,1,NA,1,3,"no"
"1702","Apr-17","Airbus A320","United Kingdom","Couple Leisure","Belfast","Heathrow","Gibraltar","Economy Class",2,3,3,1,NA,NA,3,"no"
"1703","Feb-17",NA,"United Kingdom","Couple Leisure","Gatwick",NA,"Cancun","Business Class",2,5,1,3,1,2,1,"no"
"1704","Mar-17",NA,"United Kingdom","Couple Leisure","Malaga",NA,"Gatwick","Economy Class",1,1,1,1,1,1,2,"no"
"1705","Mar-17","Boeing 747","Australia","Business","London",NA,"New York","Economy Class",4,2,3,2,NA,5,3,"no"
"1706","Mar-17","Boeing 777","United Kingdom","Family Leisure","Gatwick",NA,"Grenada","Business Class",5,5,5,4,NA,4,1,"no"
"1707","Mar-17","Airbus A320-200","Portugal","Business","Lisbon",NA,"London","Economy Class",4,3,2,1,NA,1,1,"no"
"1708","Mar-17",NA,"Netherlands","Family Leisure","Amsterdam","London Gatwick","Cape Town","Economy Class",1,2,3,1,NA,3,1,"no"
"1709","Jan-17","Boeing 747","Australia","Business","Miami",NA,"London","Economy Class",1,3,1,1,NA,1,1,"no"
"1710","Mar-17","Airbus A380","United Kingdom","Business","London",NA,"Los Angeles","Economy Class",3,1,3,1,NA,3,1,"no"
"1711","Mar-17","Boeing 777","United Kingdom","Couple Leisure","Mauritius",NA,"Gatwick","Business Class",4,1,5,3,NA,4,2,"no"
"1712","Mar-17","Airbus A380","United Kingdom","Couple Leisure","London Heathrow",NA,"Hong Kong","Premium Economy",4,4,3,1,NA,2,2,"no"
"1713","Mar-17",NA,"Germany","Business","Frankfurt","London","Hong Kong","Business Class",2,4,2,1,1,1,2,"no"
"1714","Feb-17","Boeing 777","United Kingdom","Couple Leisure","London",NA,"Nairobi","Premium Economy",4,5,4,4,NA,NA,4,"yes"
"1715","Mar-17","Airbus A319","United Kingdom","Business","London Heathrow",NA,"Edinburgh","Economy Class",2,5,2,NA,NA,NA,1,"no"
"1716","Mar-17","Boeing 777","Canada","Couple Leisure","Toronto","London","Berlin","Business Class",1,4,3,2,NA,2,1,"no"
"1717","Mar-17",NA,"United Kingdom","Solo Leisure","London",NA,"Istanbul","Economy Class",NA,NA,NA,NA,NA,NA,1,"no"
"1718","Mar-17","Boeing 787-9","United Kingdom","Couple Leisure","London Heathrow",NA,"Dubai","Economy Class",4,1,4,1,4,3,1,"no"
"1719","Mar-17","Boeing 747-400","United Kingdom","Solo Leisure","London Heathrow",NA,"Johannesburg","Economy Class",1,3,3,3,NA,3,2,"no"
"1720","Jan-17",NA,"Canada","Solo Leisure","Montreal","Heathrow","Athens","Economy Class",1,1,1,1,NA,NA,1,"no"
"1721","Mar-17","Airbus A320","United Kingdom","Solo Leisure","London Heathrow",NA,"Innsbruck","Business Class",1,4,2,3,NA,NA,3,"yes"
"1722","Mar-17","Airbus A320","United Kingdom","Business","London Heathrow",NA,"Dublin","Business Class",1,3,3,3,NA,NA,1,"no"
"1723","Mar-17",NA,"United Kingdom","Business","London",NA,"Dublin","Economy Class",2,2,2,1,NA,NA,1,"no"
"1724","Mar-17","Boeing 777","United Kingdom","Couple Leisure","London",NA,"Barbados","Economy Class",3,3,3,1,NA,2,2,"no"
"1725","Feb-17","Boeing 777","United Kingdom","Solo Leisure","London Heathrow",NA,"Bangkok","Economy Class",3,2,4,4,1,1,3,"no"
"1726","Feb-17","Boeing 777-300","United Kingdom","Solo Leisure","Beijing",NA,"London","Economy Class",4,3,4,2,NA,2,3,"no"
"1727","Mar-17","Airbus A319","United Kingdom","Couple Leisure","London Heathrow",NA,"Geneva","Business Class",2,4,2,4,NA,NA,2,"no"
"1728","Mar-17",NA,"Canada","Couple Leisure","Montreal",NA,"London Heathrow","Economy Class",3,2,1,1,2,2,1,"no"
"1729","Mar-17","Boeing 747-400","Sweden","Family Leisure","Goteborg ","London Heathrow","San Francisco","Economy Class",4,3,3,1,NA,1,2,"no"
"1730","Mar-17","Boeing 777","United Kingdom","Couple Leisure","Gatwick",NA,"Mauritius","Business Class",3,4,1,3,NA,3,3,"no"
"1731","Mar-17","Boeing 747-400","United Kingdom","Couple Leisure","San Diego",NA,"London","Business Class",4,5,4,4,NA,4,4,"yes"
"1732","Feb-17",NA,"United Kingdom","Couple Leisure","London Heathrow",NA,"Dubai","Economy Class",3,2,4,1,NA,4,1,"no"
"1733","Feb-17","Boeing 777","Netherlands","Business","Amsterdam","London Gatwick","St Lucia","Business Class",2,3,5,2,NA,2,1,"no"
"1734","Mar-17","Airbus A321","France","Solo Leisure","London",NA,"Toulouse","Economy Class",2,1,2,1,NA,NA,1,"no"
"1735","Mar-17","Airbus A320","United Kingdom","Business","Edinburgh","Heathrow","Luanda","Economy Class",3,2,2,1,1,2,1,"no"
"1736","Mar-17",NA,"Ireland","Solo Leisure","London",NA,"Las Vegas","Economy Class",1,1,3,2,1,3,1,"no"
"1737","Feb-17","Boeing 777-200","United Kingdom","Couple Leisure","Gatwick",NA,"Bridgetown","Economy Class",1,1,2,1,NA,2,1,"no"
"1738","Feb-17",NA,"United Kingdom","Couple Leisure","San Jose",NA,"Gatwick","Economy Class",3,4,4,1,NA,3,5,"yes"
"1739","Mar-17","Boeing 777","United Kingdom","Business","Orlando",NA,"London","Business Class",2,2,1,3,NA,3,1,"no"
"1740","Mar-17","Boeing 787-9","United Kingdom","Business","Newark",NA,"London ","Business Class",2,3,4,1,NA,3,2,"no"
"1741","Mar-17",NA,"United Kingdom","Business","Hyderabad",NA,"London","Premium Economy",3,1,1,3,NA,4,2,"no"
"1742","Feb-17","Boeing 747","United Kingdom","Couple Leisure","London",NA,"Chicago","Economy Class",2,3,2,1,NA,2,1,"no"
"1743","Mar-17","Boeing 747-400","United Kingdom","Solo Leisure","London Heathrow",NA,"Vancouver","Premium Economy",3,3,3,2,NA,2,2,"no"
"1744","Feb-17","Airbus A320","United Kingdom","Couple Leisure","London Heathrow",NA,"Gibraltar","Economy Class",3,2,2,1,NA,NA,3,"no"
"1745","Feb-17","Airbus A380","Singapore","Solo Leisure","Singapore","London","Venice","Economy Class",3,3,3,2,NA,2,3,"no"
"1746","Mar-17","Airbus A320","United Kingdom","Family Leisure","London",NA,"Marrakech","Economy Class",3,1,3,1,NA,NA,1,"no"
"1747","Mar-17","Boeing 747-400","United Kingdom","Couple Leisure","Cape Town",NA,"London","Economy Class",1,3,4,1,NA,4,3,"no"
"1748","Feb-17","Boeing 747-400","Kuwait","Solo Leisure","Kuwait","London","Edinburgh","Premium Economy",5,3,5,2,NA,5,3,"no"
"1749","Mar-17","Airbus A321","United Kingdom","Couple Leisure","London Heathrow",NA,"Pisa","Business Class",1,4,1,2,NA,NA,1,"no"
"1750","Mar-17","Boeing 777-200","United Kingdom","Couple Leisure","St Lucia",NA,"Gatwick","Business Class",5,5,3,3,NA,4,3,"yes"
"1751","Mar-17","Boeing 747-400","Canada","Couple Leisure","Cape Town",NA,"London","Business Class",5,5,5,5,NA,4,4,"yes"
"1752","Mar-17",NA,"Canada","Business","Tehran","London","Vancouver","Economy Class",NA,NA,NA,NA,NA,NA,1,"no"
"1753","Feb-17",NA,"United Kingdom","Solo Leisure","Malta",NA,"Gatwick","Economy Class",2,3,1,1,1,1,1,"no"
"1754","Feb-17","Boeing 767","Cyprus","Business","London",NA,"Larnaca","Economy Class",1,2,2,3,1,2,1,"no"
"1755","Feb-17",NA,"United States","Business","Mumbai","London","Seattle","Business Class",1,3,2,1,NA,1,2,"no"
"1756","Feb-17","Boeing 747-400","United Kingdom","Business","Chicago",NA,"London","Premium Economy",5,5,4,3,NA,5,4,"yes"
"1757","Feb-17","Boeing 747-400","United Kingdom","Couple Leisure","Phoenix",NA,"London Heathrow","Economy Class",1,2,2,1,1,1,1,"no"
"1758","Feb-17","Boeing 747-400","United Kingdom","Business","London",NA,"Chicago O'Hare","Business Class",5,5,5,5,NA,4,5,"yes"
"1759","Feb-17","Boeing 777","United Kingdom","Business","London",NA,"Mumbai","Premium Economy",2,2,2,2,NA,1,3,"no"
"1760","Feb-17","Boeing 777","United Kingdom","Couple Leisure","San Jose",NA,"London Gatwick","Business Class",4,3,1,1,1,1,1,"no"
"1761","Feb-17",NA,"Canada","Business","Amman",NA,"London","Economy Class",3,2,3,3,NA,3,3,"no"
"1762","Dec-16","Airbus A380","United Kingdom","Solo Leisure","London",NA,"Miami","Economy Class",4,4,5,1,NA,5,5,"yes"
"1763","Feb-17","Airbus A320","United Kingdom","Business","Lisbon",NA,"London","Economy Class",2,2,3,NA,NA,NA,2,"no"
"1764","Jan-17","Airbus A320","Germany","Solo Leisure","Berlin",NA,"London","Economy Class",5,5,5,2,NA,3,2,"yes"
"1765","Feb-17","Airbus A320","Canada","Solo Leisure","Istanbul",NA,"London","Economy Class",3,5,3,1,NA,1,2,"no"
"1766","Feb-17","Boeing 777-200","United Kingdom","Business","London Heathrow",NA,"Chicago","First Class",1,1,3,1,1,1,1,"no"
"1767","Feb-17",NA,"United Kingdom","Solo Leisure","London Heathrow",NA,"Bangkok","Economy Class",1,3,2,2,NA,1,2,"no"
"1768","Feb-17","Boeing 777","United Kingdom","Couple Leisure","Gatwick",NA,"Cape Town","Economy Class",4,3,4,2,NA,2,4,"yes"
"1769","Feb-17","Boeing 787-8","Canada","Solo Leisure","Toronto",NA,"London","Premium Economy",3,4,4,2,NA,1,3,"no"
"1770","Feb-17","Airbus A319","United Kingdom","Business","London Heathrow",NA,"Stuttgart","Economy Class",1,2,1,1,NA,NA,1,"no"
"1771","Feb-17","Boeing 747-400","United Kingdom","Couple Leisure","London",NA,"Las Vegas","Economy Class",4,5,5,5,NA,4,5,"yes"
"1772","Feb-17","Airbus A320","United Kingdom","Business","London Heathrow",NA,"Rome","Economy Class",4,1,5,1,NA,NA,2,"no"
"1773","Feb-17","Embraer 170","United Kingdom","Solo Leisure","Edinburgh",NA,"London City","Economy Class",3,3,1,3,NA,NA,4,"no"
"1774","Feb-17","Boeing 747","Ghana","Couple Leisure","Accra",NA,"London Heathrow","Economy Class",2,3,4,2,NA,3,3,"no"
"1775","Feb-17","Boeing 777","United Kingdom","Couple Leisure","London Gatwick",NA,"Mauritius ","Business Class",4,3,2,4,NA,4,3,"no"
"1776","Feb-17","Boeing 747-400","United Kingdom","Solo Leisure","London",NA,"Vancouver","Economy Class",2,5,4,4,NA,3,3,"yes"
"1777","Feb-17","Airbus A380","United Kingdom","Solo Leisure","Washington",NA,"London","Economy Class",5,5,5,4,NA,4,5,"yes"
"1778","Jan-17",NA,"United Kingdom","Business","Bangkok",NA,"London","Economy Class",1,3,3,1,1,1,1,"no"
"1779","Feb-17","Boeing 777","China","Business","London",NA,"Hong Kong","Business Class",4,4,4,4,NA,4,4,"yes"
"1780","Feb-17","Airbus A320","China","Business","Paris",NA,"London","Business Class",3,4,4,3,NA,NA,4,"yes"
"1781","Feb-17","Boeing 747","United States","Business","Chicago",NA,"London Heathrow","Premium Economy",1,1,1,1,1,1,1,"no"
"1782","Feb-17","Boeing 767","United Kingdom","Family Leisure","London Heathrow",NA,"Rome","Economy Class",2,2,4,2,NA,2,2,"no"
"1783","Feb-17","Airbus A319","United Kingdom","Solo Leisure","London",NA,"Brussels","Economy Class",5,5,5,2,NA,NA,4,"yes"
"1784","Feb-17","Boeing 777-200","United Kingdom","Couple Leisure","Dublin","London Heathrow","Seattle","Economy Class",2,5,1,1,NA,3,3,"no"
"1785","Feb-17","Boeing 767-300","United Kingdom","Business","London Heathrow",NA,"Athens","Economy Class",2,2,2,1,NA,1,2,"no"
"1786","Feb-17","Boeing 777","Australia","Business","Doha",NA,"London Heathrow","Business Class",1,1,3,1,NA,4,2,"no"
"1787","Jan-17",NA,"United Kingdom","Solo Leisure","Orlando",NA,"London Heathrow","Economy Class",1,1,1,1,NA,3,1,"no"
"1788","Feb-17","Airbus A319","United Kingdom","Solo Leisure","Leeds Bradford",NA,"London Heathrow","Economy Class",3,2,4,1,NA,NA,3,"no"
"1789","Dec-16",NA,"United States","Solo Leisure","Vienna","London","Los Angeles","Economy Class",2,3,1,3,3,3,1,"no"
"1790","Feb-17",NA,"United Kingdom","Family Leisure","Heathrow",NA,"Innsbruck","Economy Class",1,1,4,1,NA,NA,1,"no"
"1791","Feb-17","Airbus A380","Spain","Business","Los Angeles",NA,"London","Economy Class",2,1,2,1,NA,1,1,"no"
"1792","Jan-17",NA,"United Kingdom","Couple Leisure","Gatwick",NA,"Barcelona","Economy Class",1,1,1,1,NA,NA,1,"no"
"1793","Oct-16",NA,"United Kingdom","Solo Leisure","London",NA,"Rio de Janeiro","Economy Class",1,1,1,1,NA,2,2,"no"
"1794","Dec-16",NA,"United Kingdom","Family Leisure","London",NA,"New York","Economy Class",3,2,3,1,3,3,1,"no"
"1795","Feb-17","Boeing 777","United States","Couple Leisure","Tampa","London Gatwick","Athens","Economy Class",4,5,5,4,NA,3,5,"yes"
"1796","Jan-17","Airbus A380","China","Solo Leisure","Hong Kong",NA,"London","Business Class",4,4,4,3,NA,3,5,"yes"
"1797","Jan-17","Airbus A320","United Kingdom","Business","London Heathrow",NA,"Istanbul","Business Class",NA,NA,1,NA,NA,NA,1,"no"
"1798","Jan-17",NA,"China","Solo Leisure","London",NA,"Berlin","Business Class",3,4,3,4,NA,NA,4,"yes"
"1799","Jan-17","Airbus A320","United Kingdom","Solo Leisure","Gatwick",NA,"Salzburg","Business Class",4,4,5,4,NA,NA,5,"yes"
"1800","Jan-17","Boeing 777-200ER","United Kingdom","Couple Leisure","Gatwick",NA,"Barbados","Economy Class",2,3,3,1,1,1,2,"no"
"1801","Jan-17","Airbus A320","France","Business","Bordeaux",NA,"London Gatwick","Economy Class",2,3,5,2,NA,NA,5,"yes"
"1802","Jan-17","Airbus A380","United Kingdom","Couple Leisure","London Heathrow",NA,"San Francisco","Business Class",5,5,1,5,NA,4,4,"yes"
"1803","Jan-17",NA,"United Kingdom","Business","Aberdeen","Heathrow","Paris","Economy Class",3,3,4,1,NA,NA,2,"no"
"1804","Feb-17","Airbus A320","Denmark","Solo Leisure","London Heathrow",NA,"Copenhagen","Economy Class",3,4,4,NA,NA,NA,3,"no"
"1805","Jan-17","Airbus A380","Poland","Solo Leisure","London Heathrow",NA,"Washington Dulles","Economy Class",3,5,5,5,NA,5,5,"yes"
"1806","Jan-17","Boeing 777","United Kingdom","Solo Leisure","London Heathrow",NA,"Hong Kong","Business Class",1,2,1,2,NA,2,2,"no"
"1807","Jan-17","Boeing 777","United Kingdom","Couple Leisure","London Gatwick",NA,"Mauritius","Economy Class",4,5,4,4,NA,4,4,"yes"
"1808","Jan-17",NA,"United States","Couple Leisure","Los Angeles","London Heathrow","Nice","Economy Class",3,2,1,3,1,2,1,"no"
"1809","Jan-17",NA,"United Kingdom","Business","Zurich",NA,"London","Economy Class",2,2,3,1,NA,1,2,"no"
"1810","Jan-17","Airbus A320","United Kingdom","Solo Leisure","London Gatwick",NA,"Barcelona","Business Class",1,1,1,1,NA,NA,1,"no"
"1811","Jan-17","Airbus A320","United Kingdom","Solo Leisure","Sofia",NA,"London Heathrow","Economy Class",1,1,2,1,NA,NA,1,"no"
"1812","Jan-17","Airbus A380","United States","Solo Leisure","Washington Dulles","London Heathrow","Barcelona","Premium Economy",5,5,5,5,NA,NA,5,"yes"
"1813","Jan-17","Boeing 747","Canada","Solo Leisure","Vancouver",NA,"London Heathrow","Economy Class",3,5,5,5,NA,3,4,"yes"
"1814","Jan-17","Airbus A320","United States","Business","London Heathrow",NA,"Milan Malpensa","Economy Class",1,1,2,1,1,1,3,"no"
"1815","Jan-17",NA,"United Kingdom","Couple Leisure","London Gatwick",NA,"Barbados","Economy Class",4,5,4,1,NA,4,2,"no"
"1816","Sep-16","Airbus A380","United Kingdom","Couple Leisure","London",NA,"Johannesburg","Economy Class",4,2,2,1,NA,3,2,"no"
"1817","Jan-17","Airbus A320","Switzerland","Business","London",NA,"Zurich","Economy Class",2,1,2,1,NA,NA,1,"no"
"1818","Jan-17","Airbus A321","United Kingdom","Business","Madrid",NA,"London Heathrow","Economy Class",2,3,3,1,1,1,1,"no"
"1819","Jan-17","Boeing 777","United Kingdom","Solo Leisure","London Heathrow",NA,"Philadelphia","First Class",5,4,4,4,NA,4,5,"yes"
"1820","Jan-17","Airbus A320","United Kingdom","Business","Malta",NA,"London Gatwick","Business Class",2,3,3,NA,NA,NA,2,"no"
"1821","Dec-16",NA,"Canada","Solo Leisure","London",NA,"Abuja","Economy Class",1,1,1,1,NA,1,1,"no"
"1822","Jan-17","Boeing 747-400","United Kingdom","Couple Leisure","London Heathrow",NA,"Cape Town","First Class",3,5,3,4,NA,2,3,"no"
"1823","Jan-17",NA,"United Kingdom","","London Heathrow",NA,"Chicago O'Hare","First Class",2,3,2,2,NA,3,2,"no"
"1824","Jan-17","Boeing 747","United Kingdom","Solo Leisure","San Francisco","London Heathrow","Johannesburg OR Tambo","Business Class",4,3,4,3,NA,3,3,"yes"
"1825","Jan-17",NA,"United Kingdom","Couple Leisure","Larnaca",NA,"London Heathrow","Economy Class",3,5,5,1,1,1,1,"no"
"1826","Aug-16","Airbus A320","United Kingdom","Couple Leisure","London",NA,"Manchester","Economy Class",5,5,5,3,NA,1,3,"yes"
"1827","Oct-16","Boeing 787","United States","Couple Leisure","Lisbon","London","San Jose","Business Class",3,4,3,4,NA,3,4,"yes"
"1828","Aug-16","Boeing 747-400","United Kingdom","Business","London Heathrow",NA,"Phoenix","Premium Economy",1,1,1,1,NA,1,1,"no"
"1829","Jan-17","Boeing 777","United Kingdom","Couple Leisure","Gatwick",NA,"Tampa","Business Class",3,3,1,2,NA,2,1,"no"
"1830","Jan-17","Boeing 747","United Kingdom","Solo Leisure","Miami",NA,"London","Economy Class",2,1,2,1,1,1,1,"no"
"1831","Jan-17","Boeing 747","United Kingdom","Business","London Heathrow",NA,"Dubai","Economy Class",2,2,1,1,NA,2,2,"no"
"1832","Dec-16",NA,"United Kingdom","Couple Leisure","Paris CDG",NA,"London Heathrow","Business Class",2,3,1,2,NA,NA,1,"no"
"1833","Jan-17","Boeing 777","France","Couple Leisure","Bangkok","London Heathrow","Paris CDG","Business Class",2,5,1,1,1,1,1,"no"
"1834","Dec-16","Airbus A320","Japan","Solo Leisure","Glasgow",NA,"London Gatwick","Economy Class",1,4,4,1,NA,NA,2,"no"
"1835","Jan-17",NA,"United Kingdom","Solo Leisure","Bangkok",NA,"London Heathrow","Economy Class",5,5,5,5,5,5,5,"yes"
"1836","Jan-17","Boeing 747-400","United Kingdom","Couple Leisure","London Heathrow",NA,"Cape Town","Business Class",3,3,4,3,NA,3,3,"no"
"1837","Nov-16","Boeing 787-9","United Kingdom","Solo Leisure","London Heathrow",NA,"Kuala Lumbur","First Class",3,1,3,1,NA,3,1,"no"
"1838","Jan-17","Airbus A320","United Kingdom","Solo Leisure","Leningrad",NA,"London Heathrow","Economy Class",3,4,4,1,NA,1,2,"no"
"1839","Nov-16",NA,"China","Business","London Gatwick",NA,"Cancun","Economy Class",2,2,2,1,NA,3,2,"no"
"1840","Oct-16",NA,"China","Family Leisure","Shanghai Pudong","London Heathrow","Zurich","Premium Economy",1,1,1,NA,NA,NA,1,"no"
"1841","Dec-16","Boeing 777","United Kingdom","Couple Leisure","London Gatwick",NA,"Barbados","Business Class",1,1,1,1,NA,1,1,"no"
"1842","Jan-17",NA,"United Kingdom","Solo Leisure","New York JFK",NA,"London Heathrow","Economy Class",3,3,2,2,1,2,3,"no"
"1843","Jul-16",NA,"United States","Solo Leisure","London",NA,"Frankfurt","Economy Class",4,4,2,3,NA,NA,2,"no"
"1844","Jan-17",NA,"United Kingdom","Business","Athens",NA,"London Heathrow","Economy Class",4,1,3,1,NA,NA,1,"no"
"1845","Jan-17","Airbus A320","United Kingdom","Couple Leisure","Fuerteventura",NA,"London Gatwick","Economy Class",2,3,4,1,NA,NA,3,"no"
"1846","Jan-17","Boeing 777","United Kingdom","Solo Leisure","Houston George Bush",NA,"London Heathrow","Business Class",4,2,4,4,NA,4,4,"yes"
"1847","Dec-16","Boeing 777","United Kingdom","Couple Leisure","London Gatwick",NA,"Cancun","Business Class",3,3,3,1,NA,1,2,"no"
"1848","Dec-16",NA,"United Kingdom","Family Leisure","London Heathrow",NA,"Dallas Fort-Worth","Economy Class",3,1,4,1,NA,4,2,"no"
"1849","Jan-17","Boeing 777","Switzerland","Solo Leisure","London Heathrow",NA,"Hong Kong","Business Class",3,2,1,2,NA,4,1,"no"
"1850","Jan-17",NA,"Czech Republic","Business","London Heathrow",NA,"Prague","Economy Class",4,1,2,NA,NA,NA,1,"no"
"1851","Jan-17","Airbus A321","United Kingdom","Solo Leisure","London Heathrow",NA,"Amman","Business Class",5,5,3,3,NA,3,4,"yes"
"1852","Jan-17","Airbus A320","United Kingdom","Family Leisure","London Heathrow",NA,"Rome Fiumicino","Economy Class",4,5,5,4,NA,NA,4,"yes"
"1853","Jan-17",NA,"United Kingdom","Couple Leisure","London Heathrow",NA,"Miami","Economy Class",3,1,1,1,NA,1,1,"no"
"1854","Jan-17",NA,"United Kingdom","Couple Leisure","London Gatwick",NA,"Barbados","Economy Class",1,2,2,1,1,2,2,"no"
"1855","Dec-16","Boeing 787","United Kingdom","Couple Leisure","Kuala Lumbur",NA,"London Heathrow","Economy Class",1,3,4,2,1,1,2,"no"
"1856","Jan-17","Airbus A320","Greece","Couple Leisure","Athens",NA,"London Heathrow","Economy Class",4,5,5,3,NA,NA,4,"yes"
"1857","Jan-17",NA,"United Kingdom","Solo Leisure","Manchester","London Heathrow","Los Angeles","Economy Class",2,3,1,2,NA,1,1,"no"
"1858","Dec-16",NA,"United Kingdom","Solo Leisure","Manchester","London Heathrow","Las Vegas","Economy Class",1,1,1,1,NA,1,1,"no"
"1859","Jan-17","Boeing 747","United Kingdom","Family Leisure","Miama",NA,"London Heathrow","Business Class",1,4,4,3,NA,3,1,"no"
"1860","Dec-16","Boeing 777","Australia","Couple Leisure","Sydney",NA,"London Heathrow","Economy Class",1,1,1,1,1,1,1,"no"
"1861","Dec-16",NA,"France","Couple Leisure","Paris CDG","London Heathrow","Bangkok","Business Class",2,4,1,1,NA,1,1,"no"
"1862","Jan-17","Boeing 777","Hong Kong","Couple Leisure","London Heathrow",NA,"Hong Kong","Business Class",1,4,3,4,NA,2,1,"no"
"1863","Dec-16","Boeing 787-9","Canada","Solo Leisure","Toronto",NA,"London Heathrow","Business Class",3,5,4,4,NA,4,4,"yes"
"1864","Dec-16","Boeing 777","United Kingdom","Couple Leisure","London Heathrow",NA,"Lima","Economy Class",3,3,3,3,NA,3,3,"yes"
"1865","Jan-17",NA,"United Kingdom","Solo Leisure","Athens",NA,"London Heathrow","Economy Class",1,2,1,1,NA,1,1,"no"
